rank,page,source_page,line_x,line_y,rough_x,rough_y,dx,dy,line_ink,line_edges,rough_edges,rough_std,edge_f1,chamfer,orientation_entropy,match_score
384,0022,page0022.clip,1440,4320,1336,4136,-104,-184,0.03861979166666667,4895,2139,14.235243187635085,0.4879280993657393,11.54608941078186,0.5634813601364025,0.581207702781446
385,0028,page0028.clip,720,4320,904,4512,184,192,0.042782118055555554,2997,5065,26.15355803680092,0.4275162284894421,10.766853332519531,0.7429523866142079,0.5785723852346703
386,0019,page0019.clip,3600,2880,3424,2960,-176,80,0.054375,5230,7385,35.271477659296266,0.462398180630489,11.580531597137451,0.7204530786555254,0.5722470466493752
387,0008,page0008.clip,2160,2880,2112,2736,-48,-144,0.09578559027777778,7840,10984,32.85551441961764,0.43974140502482284,11.134257316589355,0.746595338683007,0.5691318327526486
388,0023,page0023.clip,2160,2160,2264,2352,104,192,0.053372395833333336,5541,9735,28.081095239464762,0.431958564779097,10.899771690368652,0.7287615826627328,0.5628477519519407
389,0001,page0001.clip,3600,5040,3664,4872,64,-168,0.06831163194444445,10196,13497,49.54638920924967,0.449645696665699,10.740078449249268,0.5775511273328099,0.5622536953448889
390,0029,page0029.clip,2880,2160,2872,2312,-8,152,0.0170703125,2052,4451,27.526053472218322,0.4276468974696807,10.615830898284912,0.6765472955881182,0.5563061441619157
391,0027,page0027.clip,2880,5760,2928,5952,48,192,0.06720052083333333,4028,7465,27.49127333354546,0.4451550385212451,11.424326419830322,0.7650945809760913,0.5529855734210344
392,0031,page0031.clip,2880,720,2912,600,32,-120,0.056519097222222224,6078,6101,17.834795130056925,0.4447291781778872,11.247838497161865,0.7228896929348145,0.5523899458049143
393,0033,page0033.clip,720,3600,896,3704,176,104,0.03505642361111111,3702,7309,27.92103618166158,0.47066877857828304,11.097019672393799,0.5209554344554455,0.5507043059770116
394,0019,page0019.clip,4320,720,4168,752,-152,32,0.09521267361111112,3162,4823,29.479227534513367,0.43667056686270284,11.011512279510498,0.7088844978637822,0.5481579767024402
395,0015,page0015.clip,720,1440,832,1552,112,112,0.09827256944444444,3150,3314,34.95088427820452,0.44931361489353966,10.602825164794922,0.5197615697362159,0.5418122972976864
396,0019,page0019.clip,3600,2160,3408,2168,-192,8,0.08126736111111112,7226,6467,30.70013760304885,0.4304774734224912,11.2767972946167,0.8053778006472733,0.5413301487069346
397,0019,page0019.clip,720,1440,552,1456,-168,16,0.07334201388888889,6120,7540,30.84115360505361,0.4451691123238444,11.669625282287598,0.8093490343311848,0.53939973262665
398,0025,page0025.clip,3600,2160,3576,2088,-24,-72,0.016223958333333333,1441,3384,36.37495338178621,0.4691147943644397,11.04653811454773,0.5004605488908339,0.5366347880253197
399,0019,page0019.clip,2160,3600,2000,3648,-160,48,0.021041666666666667,2056,4731,24.73835321799194,0.44358008077095396,11.525777339935303,0.7790386580027493,0.5359758622699086
400,0002,page0002.clip,2160,2160,2176,2080,16,-80,0.03665798611111111,6131,7294,35.202323005362146,0.4507563636689998,11.30364465713501,0.6785348793373105,0.5358807903878453
401,0029,page0029.clip,0,1440,168,1528,168,88,0.04032118055555556,2902,4670,39.99413045600787,0.43453823158642413,10.730222702026367,0.6340699189345606,0.5339025526744954
402,0010,page0010.clip,2160,5760,2144,5944,-16,184,0.017352430555555555,1119,3068,19.538406336898408,0.4443565775461067,10.546467065811157,0.5265312326842444,0.5337144607156976
403,0016,page0016.clip,1440,0,1512,176,72,176,0.03128038194444444,3498,3702,19.521724036813435,0.49287600010902166,10.980444431304932,0.327315287979114,0.5301433446674131
404,0009,page0009.clip,720,2160,736,2200,16,40,0.030516493055555555,2088,4494,19.771530847287636,0.48240931225749323,11.29247522354126,0.4626016143487021,0.5236328080581756
405,0012,page0012.clip,0,5040,192,5176,192,136,0.08323350694444444,7593,9655,32.01032227899507,0.416553569877751,10.888054370880127,0.7672180732179934,0.5189314337871243
406,0001,page0001.clip,720,4320,744,4336,24,16,0.04338107638888889,4688,8556,40.948980574503565,0.4334944422015994,11.451314926147461,0.7992869125892383,0.5166387558498952
407,0028,page0028.clip,720,1440,832,1328,112,-112,0.08337239583333333,7609,11302,36.75917082019743,0.42899005829014936,10.911769390106201,0.6924581359312697,0.5165629221745224
408,0010,page0010.clip,1440,2880,1408,3072,-32,192,0.015147569444444444,1890,3900,16.421297367461946,0.43238281720866373,10.607333660125732,0.5926522735213702,0.5145691728352682
409,0006,page0006.clip,3600,2880,3712,2952,112,72,0.06111545138888889,3406,10493,30.603422886915713,0.441200050414554,11.04287314414978,0.6410533511178573,0.5102683041370999
410,0001,page0001.clip,2160,4320,2224,4312,64,-8,0.05762152777777778,5285,6708,36.753512565916196,0.4324885304354175,10.872138977050781,0.6496950779949421,0.5077709191628846
411,0029,page0029.clip,2160,5760,2328,5792,168,32,0.053198784722222225,4404,5828,38.414243562077175,0.46427120484802026,11.777216911315918,0.6703714947054816,0.502209837741303
412,0025,page0025.clip,3600,2880,3568,2800,-32,-80,0.04673177083333333,3392,6426,37.764166060829794,0.478954511104644,11.708231925964355,0.5602563998420408,0.5013312902039814
413,0028,page0028.clip,720,2160,912,2296,192,136,0.06692274305555555,7120,9053,33.023325116938835,0.42152881220513766,11.216585159301758,0.7856212728699181,0.4928240474612712
414,0029,page0029.clip,3600,2160,3736,2216,136,56,0.0480078125,4245,6734,31.939216685482407,0.44526332820848313,11.297025680541992,0.650709762262258,0.4874793147438238
415,0035,page0035.clip,2880,4320,3008,4512,128,192,0.053376736111111114,4887,8800,25.787420722800533,0.438006224390159,11.157310485839844,0.6598531464313536,0.4864515419279092
416,0021,page0021.clip,1440,720,1560,816,120,96,0.08019097222222223,4092,7985,38.65704522064845,0.43625545000152643,11.634315013885498,0.7883275933073486,0.48507632187641114
417,0033,page0033.clip,3600,3600,3672,3792,72,192,0.029010416666666667,2569,3502,18.158131349445974,0.42164103183280677,11.269614696502686,0.7877725416798679,0.4845002532073911
418,0027,page0027.clip,3600,4320,3672,4512,72,192,0.046397569444444446,4864,7091,22.912332669988967,0.4320029046140485,10.623132228851318,0.5600535205565943,0.48343089374525405
419,0029,page0029.clip,1440,2160,1528,2320,88,160,0.068359375,5902,8518,28.94467590411826,0.43212448123294256,11.37987232208252,0.7333651050631694,0.471340025798744
420,0009,page0009.clip,1440,720,1448,744,8,24,0.015260416666666667,1591,6222,24.484582277383073,0.3977965313798977,10.66277003288269,0.7576880718435506,0.46257910779779066
421,0027,page0027.clip,2880,4320,2992,4512,112,192,0.027335069444444443,3541,7165,21.23851128744612,0.46076725355324766,11.31301498413086,0.523660315692459,0.4601615234940332
422,0037,page0037.clip,720,2880,856,3072,136,192,0.08129340277777777,8591,13822,49.52506005724714,0.41970296868009244,11.006953716278076,0.702718483543981,0.45929888698003174
423,0016,page0016.clip,720,5040,624,5200,-96,160,0.028919270833333333,1036,2752,32.97829872844062,0.4200543202243469,9.698247909545898,0.3645271100404257,0.45224370724489527
424,0014,page0014.clip,2160,5760,2336,5952,176,192,0.04012152777777778,4032,5686,20.83510321033472,0.4531368009312975,10.950619220733643,0.4677388882104482,0.44975127107811724
425,0035,page0035.clip,2160,5760,2304,5952,144,192,0.07875868055555556,3732,3169,16.984017049641615,0.4362343779154471,11.338303089141846,0.6702494505101221,0.44971083215696395
426,0040,page0040.clip,4320,2880,4176,3064,-144,184,0.0128125,1031,2170,11.395148145533769,0.45748918023906476,12.175809383392334,0.7460560702867658,0.4491288807462692
427,0023,page0023.clip,720,2880,872,3072,152,192,0.053381076388888886,5172,8890,24.90233331520259,0.39873625921034794,10.756223201751709,0.7554091459566149,0.44676397246668975
428,0013,page0013.clip,4320,5040,4240,5200,-80,160,0.018680555555555554,1619,2895,15.947485052923255,0.4767947018219818,12.017070293426514,0.5730557368570355,0.4390040399102344
429,0029,page0029.clip,3600,2880,3568,2952,-32,72,0.052825520833333334,5637,4964,41.591218444025294,0.4914967215911812,12.466115951538086,0.5799826084639451,0.42824650441944484
430,0009,page0009.clip,720,3600,736,3568,16,-32,0.01197048611111111,2527,2730,13.747930378835784,0.46673452288941325,12.296157360076904,0.6922314138922486,0.42822627354548404
431,0026,page0026.clip,1440,3600,1432,3520,-8,-80,0.04407552083333333,4050,5838,30.82998725288009,0.4228683530214372,11.460708618164062,0.7521685463510553,0.4239348785552176
432,0011,page0011.clip,2880,5040,3040,5232,160,192,0.03485243055555556,1675,3234,11.169885027459946,0.4722975114434805,11.670915126800537,0.4930833514734522,0.42177121303605647
433,0007,page0007.clip,3600,2160,3560,2248,-40,88,0.05529079861111111,2745,5134,17.22671385095547,0.4477124810413347,11.989840030670166,0.7261132140287593,0.4214849702956476
434,0026,page0026.clip,1440,1440,1400,1416,-40,-24,0.052096354166666664,4081,6389,31.918074349050713,0.43750204887803434,11.732068538665771,0.7222872916136153,0.41892636994790955
435,0026,page0026.clip,1440,2160,1440,2160,0,0,0.06259114583333333,8631,9676,40.55300681311936,0.42237443282361825,11.315398693084717,0.7075456576892158,0.4148289516525203
436,0028,page0028.clip,3600,2160,3704,2352,104,192,0.10633680555555555,3221,7248,26.10501060489972,0.4429198662752827,11.911547660827637,0.7237947581037041,0.411325605693849
437,0028,page0028.clip,1440,2880,1560,3056,120,176,0.10654079861111111,7389,12497,33.77884032633806,0.42011223164178974,11.608409404754639,0.7900523310870536,0.41092114212766384
438,0015,page0015.clip,0,5040,152,5184,152,144,0.029774305555555554,3169,1764,18.55700268202024,0.457516993345493,12.138559341430664,0.6879079119196084,0.4101994279770186
439,0008,page0008.clip,720,4320,704,4168,-16,-152,0.05001302083333333,2344,4022,15.620780096669655,0.4560361056773874,11.833606719970703,0.6158732925158192,0.40615781840545157
440,0036,page0036.clip,4320,5040,4408,5200,88,160,0.010381944444444444,1822,2785,14.56721764183678,0.43081474217462906,10.603018522262573,0.46369204853129825,0.4044236452456692
441,0015,page0015.clip,3600,6480,3536,6376,-64,-104,0.014118923611111112,414,2464,15.285614353436657,0.42882586947943213,11.052236795425415,0.5877582245300931,0.40388856793615197
442,0001,page0001.clip,720,5040,720,5136,0,96,0.10545572916666666,8431,13870,52.127414012846124,0.4596042496561916,11.428344249725342,0.48745871637717053,0.40231937143762597
443,0019,page0019.clip,2160,2880,1968,2920,-192,40,0.02784722222222222,2494,3723,22.6960847062696,0.46736208358804027,12.51224422454834,0.7007696142860055,0.39497726445933756
444,0021,page0021.clip,2880,2160,2840,2024,-40,-136,0.06970052083333333,5242,15197,42.50910594736157,0.4085468957308761,11.188941240310669,0.7353871336756747,0.3932559375327861
445,0021,page0021.clip,2880,720,3040,800,160,80,0.09411024305555556,6422,12243,39.62888546383574,0.42299617273399487,11.273321151733398,0.6660919363189065,0.3931901823784195
446,0005,page0005.clip,2880,2880,2704,2784,-176,-96,0.04677083333333333,6552,13148,41.330010313711846,0.43309761376734135,11.727293491363525,0.7112927598948567,0.38906357847988704
447,0029,page0029.clip,2160,3600,2248,3712,88,112,0.024622395833333335,2756,2983,24.1826496296874,0.4941904912398328,12.92113971710205,0.6231042671708361,0.38520792651542224
448,0015,page0015.clip,2880,0,2992,152,112,152,0.07997395833333333,1082,1903,13.822608693519356,0.4757796235486017,12.794677257537842,0.7038551640333094,0.3830467974620876
449,0019,page0019.clip,3600,5760,3424,5840,-176,80,0.12806857638888888,5680,3587,26.127194262720543,0.42230149851396964,11.82612943649292,0.7927504480821074,0.38048196373694987
450,0030,page0030.clip,3600,5040,3704,5232,104,192,0.03088107638888889,2048,4449,16.687859629156783,0.4495214551723428,11.472394943237305,0.5316353569630529,0.37843657278469556
451,0026,page0026.clip,2880,3600,2832,3520,-48,-80,0.04978298611111111,4401,9105,34.08991172688805,0.3945856693106054,11.113001108169556,0.7806556476445701,0.37485264303477195
452,0038,page0038.clip,0,2160,80,2352,80,192,0.01796875,1920,2476,22.378115757452026,0.46351006913624476,10.94098973274231,0.3068724295095761,0.3748503427404227
453,0013,page0013.clip,3600,720,3488,912,-112,192,0.03177951388888889,2285,2663,12.48521850639162,0.40615614934354827,10.308009624481201,0.5042686731941546,0.3725937603768246
454,0017,page0017.clip,2160,3600,2240,3416,80,-184,0.1333203125,8285,9841,49.88354137880978,0.42883516671554056,11.70795202255249,0.7099810246614768,0.370570248796386
455,0001,page0001.clip,1440,720,1480,656,40,-64,0.030125868055555557,2578,3171,29.136599170347843,0.45049656159930856,12.051626682281494,0.6591070649351928,0.3694431234883978
456,0038,page0038.clip,0,2880,64,3056,64,176,0.02488715277777778,2538,3329,28.860197692350905,0.48158064249387295,11.737990856170654,0.3852960193644297,0.36854185672677775
457,0017,page0017.clip,2160,4320,2008,4280,-152,-40,0.14029947916666666,7632,8996,41.31578984303377,0.46351069925728805,12.539973735809326,0.6976465493811657,0.36767598862950734
458,0034,page0034.clip,4481,5040,4409,5064,-72,24,0.010186631944444444,829,1791,12.313401877070142,0.4329434119114066,10.744102001190186,0.431086195511132,0.36076561572790156
459,0020,page0020.clip,3600,5760,3680,5736,80,-24,0.06827690972222222,9326,8808,33.877837245553245,0.40509852135097696,11.445840835571289,0.7788747330752557,0.35942422610083136
460,0036,page0036.clip,3600,5760,3744,5952,144,192,0.07656684027777778,6733,8107,27.17321840996594,0.4251691935640775,11.749219417572021,0.7191436461428127,0.35131700122023335
461,0016,page0016.clip,2160,1440,2192,1600,32,160,0.1044357638888889,6301,10486,39.194201246982836,0.42580336718115436,11.205176591873169,0.5747412324387043,0.34777450348210137
462,0019,page0019.clip,2880,5760,2736,5904,-144,144,0.13560763888888888,4919,5107,40.987650139714276,0.4407966988485139,10.479081153869629,0.2956187457690673,0.34466226008389755
463,0021,page0021.clip,720,1440,912,1632,192,192,0.019149305555555555,1024,3413,28.59871328099813,0.4115105440971161,10.403513550758362,0.4498197396321001,0.3367058020395883
464,0019,page0019.clip,1440,5040,1264,5056,-176,16,0.08176649305555556,6659,8752,43.40025802058817,0.41859287262139383,11.925375938415527,0.7839973270927486,0.33508703709806253
465,0009,page0009.clip,3600,720,3600,744,0,24,0.056480034722222225,6241,13336,24.97508299922633,0.42352221263088374,12.030318260192871,0.7779040403673521,0.33387064340972605
466,0011,page0011.clip,2880,720,2968,872,88,152,0.050269097222222225,6115,6833,21.287527380920373,0.42124827782968655,11.679163932800293,0.7016218607995919,0.3317060912280476
467,0025,page0025.clip,2160,5760,2080,5624,-80,-136,0.03556423611111111,4714,6362,22.98454451686051,0.4402896119044694,12.179351806640625,0.7049050607374939,0.32950174678421706
468,0026,page0026.clip,2880,2880,2816,2832,-64,-48,0.034817708333333336,3410,5575,33.278481484784535,0.4149626919716487,11.666301012039185,0.7236636469457174,0.3204841750069808
469,0008,page0008.clip,4320,2880,4184,2776,-136,-104,0.0116796875,4784,2876,12.465144182609912,0.4445986504581076,11.860384464263916,0.585261979380194,0.3191259429419101
470,0030,page0030.clip,4320,3600,4296,3696,-24,96,0.02749565972222222,1563,2045,11.096183989802192,0.4873413683724325,12.611777305603027,0.50489419766872,0.3182667388765329
471,0013,page0013.clip,2880,3600,2768,3792,-112,192,0.05580295138888889,5186,7912,27.82518195862601,0.4353954567956882,12.14031171798706,0.7104139841202507,0.31724612767722926
472,0026,page0026.clip,720,4320,784,4400,64,80,0.0528125,5568,3773,34.51686711336377,0.40984388280453193,10.754362106323242,0.5164795211586475,0.311530609684929
473,0005,page0005.clip,4320,4320,4312,4480,-8,160,0.03552951388888889,3471,4450,19.213256746895365,0.4176360908628214,11.94221830368042,0.7623421581519703,0.3096105200995988
474,0026,page0026.clip,1440,720,1344,640,-96,-80,0.06593315972222222,7197,10793,41.49475608884347,0.40379138032152295,11.56637191772461,0.7539129052297786,0.3088128422465156
475,0021,page0021.clip,4481,2160,4465,2320,-16,160,0.031371527777777776,1313,2260,26.221009686887577,0.44153220200747006,11.199905157089233,0.4256889061073854,0.30823110350541194
476,0013,page0013.clip,1440,720,1288,912,-152,192,0.045625,4750,7739,30.3186300511597,0.41708019479532954,11.770906448364258,0.718747626161408,0.30621778523292253
477,0031,page0031.clip,720,4320,872,4480,152,160,0.04377170138888889,1878,3579,17.271682379432473,0.45333047167201423,12.002237796783447,0.5466229982120608,0.3035031975730301
478,0022,page0022.clip,2160,4320,2344,4496,184,176,0.05649305555555555,6113,11475,29.58667153138103,0.40373183539627366,11.232344150543213,0.6635714166553077,0.3030474801969716
479,0033,page0033.clip,0,3600,184,3648,184,48,0.018485243055555555,1774,4169,20.37214855554926,0.40348104301514864,10.957629203796387,0.5926855670243495,0.30002782793594546
480,0001,page0001.clip,2160,5040,2192,5216,32,176,0.05370225694444444,4746,3071,21.947056037513452,0.41846249496791943,11.809264183044434,0.7102223785714038,0.29863754108783336
481,0035,page0035.clip,3600,5040,3680,5232,80,192,0.08452256944444445,5472,7647,28.644984735110576,0.41180142630167604,11.095168590545654,0.5711379543280666,0.29688377686170286
482,0009,page0009.clip,2880,6480,2888,6448,8,-32,0.017035590277777776,453,2956,23.120294080134045,0.36633788918736526,9.716302514076233,0.5048292897299144,0.292292374905511
483,0035,page0035.clip,3600,3600,3680,3792,80,192,0.03144965277777778,1868,3458,28.864308450683776,0.42120731341265094,11.950809478759766,0.7095742106769447,0.2835340398528573
484,0001,page0001.clip,2160,5760,2216,5736,56,-24,0.05667534722222222,3258,6012,40.659073961490044,0.42863312126470016,12.081550359725952,0.6957594218210784,0.2834630718351733
485,0027,page0027.clip,4320,5040,4480,4864,160,-176,0.040581597222222224,2500,3071,13.457040931997152,0.4453359995168346,12.686652183532715,0.7422096632523535,0.2831172914795125
486,0010,page0010.clip,3600,5040,3728,5088,128,48,0.06504340277777777,4805,8416,24.868671665852446,0.4435548817657548,12.075443744659424,0.6000791713264847,0.28274899695807676
487,0036,page0036.clip,3600,5040,3712,5216,112,176,0.052052951388888886,3950,11803,30.294065101540095,0.3931490664362369,10.707481384277344,0.5670798888856642,0.2779129664342472
488,0001,page0001.clip,1440,4320,1576,4288,136,-32,0.040924479166666666,3205,3966,26.203680668366452,0.47585156464984657,13.15121841430664,0.6578787553526503,0.27531714467002455
489,0029,page0029.clip,0,720,136,816,136,96,0.018198784722222222,1079,1611,25.68190730751976,0.4793205796581908,13.420537948608398,0.6956361303186908,0.2690042128242268
490,0029,page0029.clip,720,4320,880,4392,160,72,0.02606770833333333,2092,3181,16.896603897695684,0.48551678958940175,13.256697177886963,0.6156662395491636,0.2687775040089466
491,0035,page0035.clip,4320,3600,4240,3512,-80,-88,0.15975260416666667,1247,3503,18.181012488967284,0.4699207652464636,12.191274642944336,0.4418174495002782,0.2648028572436731
492,0015,page0015.clip,1440,3600,1608,3408,168,-192,0.029895833333333333,1430,4412,25.485900976491166,0.436796081645271,10.66120982170105,0.26351610917469703,0.2625513312259027
493,0012,page0012.clip,3600,2880,3720,3056,120,176,0.07601128472222222,3011,4529,25.750524703159844,0.4041100789671685,11.411445140838623,0.6530705786529195,0.2607178295904533
494,0029,page0029.clip,720,5760,896,5792,176,32,0.022981770833333335,1487,2967,24.170638044584813,0.424045786660041,11.712439060211182,0.6021420732308321,0.25945477984263454
495,0018,page0018.clip,2880,2880,2864,2808,-16,-72,0.12021701388888889,8442,4816,32.21515906273755,0.4486124948936738,12.197157382965088,0.5669825989374766,0.25721707702533214
496,0022,page0022.clip,2880,5760,3072,5888,192,128,0.046996527777777776,5566,7245,18.35567861518527,0.4016448916963419,10.801888942718506,0.5099427208380859,0.2558008466084766
497,0037,page0037.clip,2160,5760,2272,5592,112,-168,0.0203125,2276,3657,30.280850099460892,0.4363613598281527,12.69429063796997,0.762162210126501,0.2526784396479702
498,0036,page0036.clip,4320,1440,4368,1248,48,-192,0.011254340277777778,2328,2625,10.783767021320834,0.4677436337187526,11.932679653167725,0.37203829701662794,0.24981287557352022
499,0022,page0022.clip,3600,1440,3752,1624,152,184,0.11427083333333334,7788,10804,32.261611020118586,0.41664754093933715,11.782116889953613,0.6529566899265895,0.2491796786472349
500,0022,page0022.clip,1440,2880,1336,3040,-104,160,0.04549045138888889,7699,13201,28.789491134082258,0.39287544478664177,11.30641508102417,0.6796800031357517,0.24683821023697627
501,0023,page0023.clip,2160,2880,2192,2960,32,80,0.051432291666666664,4511,8247,29.822813987595065,0.4205133676812246,11.97080659866333,0.6688531382655711,0.24348802928591395
502,0033,page0033.clip,2880,5760,3000,5912,120,152,0.024375,1780,9071,29.775059846089874,0.38660244124660104,11.149962425231934,0.6712817409958722,0.24004511398331607
503,0027,page0027.clip,4481,5760,4457,5680,-24,-80,0.015551215277777778,960,4284,15.13552029886002,0.412468486946118,10.503991723060608,0.34158553579360623,0.23481251875335318
504,0019,page0019.clip,3600,1440,3432,1488,-168,48,0.03640190972222222,2044,3721,24.290404229712784,0.432175418008982,12.567263126373291,0.7326094768709094,0.2335120462669792
505,0031,page0031.clip,720,2880,584,2888,-136,8,0.07749131944444444,7760,9634,36.473124329735185,0.4505918248477888,12.847242832183838,0.6855550591045875,0.23195460508584653
506,0027,page0027.clip,0,3600,176,3776,176,176,0.046158854166666666,6842,8136,23.59930725789129,0.4208177935489907,12.147783279418945,0.6942264335102619,0.22991345866937374
507,0014,page0014.clip,720,5760,888,5856,168,96,0.037894965277777776,5654,9143,24.099025099525033,0.4226841217647462,11.529690265655518,0.527850739599876,0.22976314737252812
508,0018,page0018.clip,2880,5040,3024,5016,144,-24,0.02822048611111111,1848,3871,25.328623677625096,0.43819060773480667,12.597246170043945,0.6971097276256333,0.2291915867657508
509,0029,page0029.clip,720,1440,824,1544,104,104,0.05054253472222222,6118,9116,40.85511303674071,0.398230984960855,11.681646347045898,0.7173969845434224,0.22874324302983295
510,0030,page0030.clip,2880,720,2920,752,40,32,0.08202256944444444,6212,12106,33.560901305712086,0.3986902399963561,11.918241500854492,0.7724125313096407,0.22773292485859487
511,0027,page0027.clip,2880,2880,3024,3072,144,192,0.1174609375,6548,7506,26.444749411596984,0.3963534450227887,11.753714561462402,0.7438593227436395,0.22611177101637459
512,0034,page0034.clip,3600,1440,3680,1632,80,192,0.04911892361111111,7206,9606,27.811856064577583,0.4005442496724605,11.50829792022705,0.6555984862119921,0.2255404532864861
513,0027,page0027.clip,2160,1440,2032,1296,-128,-144,0.08009114583333334,6598,15241,38.794560050861904,0.39183378810448216,11.490421295166016,0.703370537279566,0.2237811113128606
514,0007,page0007.clip,3600,720,3728,808,128,88,0.07640190972222222,5276,12127,28.475157981433572,0.42376495271954717,12.077303886413574,0.6479040410493616,0.22168721915451006
515,0026,page0026.clip,0,5760,48,5824,48,64,0.05200954861111111,6808,4529,31.86293018842855,0.42055668011590985,11.577956199645996,0.5367754132789384,0.2166124912735008
516,0026,page0026.clip,720,2880,672,2840,-48,-40,0.04437065972222222,3663,5790,39.55157873005159,0.44472275217289337,12.971306800842285,0.7340444556333298,0.21658796520267343
517,0016,page0016.clip,1440,5040,1632,5048,192,8,0.04705729166666667,4620,3285,27.396319535448047,0.42956453278873297,10.647046089172363,0.24682694924604454,0.21587500550602812
518,0026,page0026.clip,2880,4320,2816,4192,-64,-128,0.037296006944444446,4634,4412,28.638545192374508,0.4091462182038445,11.577472686767578,0.6067292846932096,0.21561998142027444
519,0017,page0017.clip,2160,1440,1984,1336,-176,-104,0.04938802083333333,3907,6372,30.122358993169108,0.40197438203250524,12.098652839660645,0.7720379554144489,0.2077717065619561
520,0018,page0018.clip,3600,1440,3784,1336,184,-104,0.05263020833333333,7138,12556,41.61259275909555,0.4117704706804226,12.16272258758545,0.7215819874626022,0.2035734258551044
521,0018,page0018.clip,2880,2160,2800,2104,-80,-56,0.1259157986111111,4360,3728,24.582654460082228,0.4531137286771902,12.06544017791748,0.43803455917760176,0.20290825514453592
522,0001,page0001.clip,2880,5760,3024,5696,144,-64,0.054973958333333336,7246,4885,29.086527925665717,0.44830070509225195,12.061444759368896,0.46042971699944235,0.19755834718703397
523,0013,page0013.clip,3600,2160,3464,2336,-136,176,0.0244140625,1426,3608,23.876218439545838,0.4289019292878043,12.334765434265137,0.6480067040124393,0.1959619227959455
524,0035,page0035.clip,1440,3600,1552,3768,112,168,0.015651041666666667,1449,6687,27.4895875915405,0.4068225180505581,10.913601994514465,0.42634273485681795,0.19246637923535181
525,0011,page0011.clip,1440,720,1616,912,176,192,0.02912326388888889,1924,3676,12.129984783971288,0.4352918807791288,12.07659912109375,0.538923755714707,0.19227858424865918
526,0021,page0021.clip,720,5040,904,5056,184,16,0.06396701388888888,8215,13637,51.36622987940809,0.38641504219760126,11.728322505950928,0.7534691997412246,0.18918606959080053
527,0008,page0008.clip,2880,5040,2840,4976,-40,-64,0.029574652777777776,1667,4529,26.846387237191227,0.4513377157979462,12.287015438079834,0.4853410768836308,0.18755835288066836
528,0005,page0005.clip,720,1440,864,1632,144,192,0.06588975694444445,6149,11292,33.174484214784854,0.39840227305482917,11.731553554534912,0.6767323767617415,0.18708655577655653
529,0021,page0021.clip,4320,720,4464,848,144,128,0.03394097222222222,3516,3630,30.117091758608876,0.42142355486812244,12.013531684875488,0.5961211303130622,0.1813083416159642
530,0016,page0016.clip,2160,4320,2120,4512,-40,192,0.03378472222222222,1770,2636,32.2117712534824,0.44437426626297605,12.521157264709473,0.5757997163720435,0.17827965147062041
531,0036,page0036.clip,720,5040,560,4960,-160,-80,0.09262152777777778,7405,9090,30.816977695322645,0.42392577552924127,12.988020896911621,0.8129802329299118,0.17240888460781134
532,0031,page0031.clip,2880,1440,2856,1632,-24,192,0.13744791666666667,10650,6185,27.85467940411968,0.4170747705055266,12.280677795410156,0.6787262450194212,0.17221928946113862
533,0007,page0007.clip,2880,5760,2984,5936,104,176,0.0521875,2133,3698,13.083201083570966,0.4312842689392815,12.86807918548584,0.73644811222307,0.1719639973776952
534,0021,page0021.clip,4320,2160,4400,2256,80,96,0.07343315972222222,3928,3230,29.83294865251873,0.40206461001605565,11.4584379196167,0.5632435562541707,0.16923031116027487
535,0001,page0001.clip,1440,1440,1488,1384,48,-56,0.03681857638888889,3719,8502,32.751214710990084,0.39763619289599916,11.738553047180176,0.6569025457098149,0.16599239161181245
536,0017,page0017.clip,3600,5760,3744,5712,144,-48,0.076015625,6264,12199,44.520111299145064,0.4337410919658061,12.817796468734741,0.7009902916832752,0.16593839942870248
537,0030,page0030.clip,3600,1440,3672,1632,72,192,0.08846354166666667,8186,10385,26.79257908589606,0.42947302837444734,12.174150943756104,0.5650423648820029,0.16456884502661845
538,0012,page0012.clip,720,2880,688,2864,-32,-16,0.07291666666666667,3581,6695,26.667331034557368,0.43401373490860684,13.047922611236572,0.7550215692843231,0.16450140772317834
539,0009,page0009.clip,0,2880,64,2776,64,-104,0.0160546875,4122,7387,20.164517862249212,0.43291607519249803,11.93040919303894,0.4788750372502372,0.1615985671548918
540,0022,page0022.clip,2880,1440,3032,1632,152,192,0.06389756944444444,6263,10254,31.666070222357007,0.39674210517841063,12.308267593383789,0.7981944635260585,0.16061257803614182
541,0009,page0009.clip,720,5040,680,5024,-40,-16,0.05088107638888889,3597,6541,30.325453846575932,0.41664965235949575,12.321363925933838,0.6735941522791762,0.1578507984340517
542,0030,page0030.clip,4481,1440,4417,1624,-64,184,0.024427083333333332,1782,4340,17.58904890783481,0.4164832983490516,11.989553928375244,0.579737320739545,0.14829556266184513
543,0001,page0001.clip,0,3600,0,3608,0,8,0.03341579861111111,5039,2309,21.516368322331132,0.4281072704342908,11.810569286346436,0.4612019439698449,0.14738405007804312
544,0028,page0028.clip,3600,5040,3696,5192,96,152,0.026766493055555556,1455,3034,13.13270994462501,0.43858494025066724,12.688095092773438,0.6104823355939074,0.14369155117377447
545,0007,page0007.clip,720,1440,688,1336,-32,-104,0.040056423611111114,2224,3501,15.53691406377976,0.4383541748870724,13.257258892059326,0.7468125140259289,0.13776910724423963
