rank,name,sketch_page,line_page,region_rank,region_score,tile_score,edge_f1,edge_precision,edge_recall,chamfer,orientation_entropy,rough_std,line_ink,support,rough_edges,line_edges,tile_bbox,decision,notes
331,ako5r_0011_0011_2059_1579.jpg,page0011,page0011,28,5.316043392000333,3.1290955575241615,0.6229951840980721,0.5303484883452573,0.7548622366288493,6.540340423583984,0.6559765161881848,16.518370554039475,0.025789930555555556,1.0,4333,2468,"(2059, 1579, 2539, 2059)",,
332,ako5r_0013_0013_1791_0591.jpg,page0013,page0013,32,5.292288983646856,3.1280536263559116,0.6012250629801864,0.5112612612612613,0.7296105804555474,6.617001533508301,0.8143565882620141,26.451754469245987,0.03795138888888889,1.0,7548,4083,"(1791, 591, 2271, 1071)",,
333,ako5r_0041_0041_2954_1551.jpg,page0041,page0041,40,5.209098670712055,3.1229196644378687,0.6361635064522914,0.622772411916746,0.6501431369594697,6.738018035888672,0.6354261734341723,35.993636785042945,0.06323350694444445,1.0,7351,6637,"(2954, 1551, 3434, 2031)",,
334,ako5r_0012_0012_2012_2492.jpg,page0012,page0012,3,6.063478878338192,3.12194718684566,0.5864830248173084,0.448302142433737,0.847802554665512,6.544557094573975,0.7480543520923909,30.111637974377746,0.047378472222222225,1.0,11809,4619,"(2012, 2492, 2492, 2972)",,
335,ako5r_0057_0057_2012_4339.jpg,page0057,page0057,95,4.6685542360575445,3.1219004710307336,0.6353874190658383,0.5212551964597023,0.813510941960038,6.465382099151611,0.6721958251540415,39.605154247893275,0.08844184027777778,1.0,7457,4204,"(2012, 4339, 2492, 4819)",,
336,ako5r_0013_0013_1292_0960.jpg,page0013,page0013,85,4.827287794292282,3.1210359743475435,0.6212875634529755,0.542941032542207,0.7260579064587973,6.717436790466309,0.7924904325401069,31.441914882221734,0.04889756944444444,1.0,8174,5837,"(1292, 960, 1772, 1440)",,
337,ako5r_0052_0052_1551_5059.jpg,page0052,page0052,41,5.203652635811279,3.1165655881442778,0.6012890153671625,0.48403908794788275,0.7935005117707267,6.4654035568237305,0.7783166591268993,36.20245245343084,0.048046875,1.0,7675,3908,"(1551, 5059, 2031, 5539)",,
338,ako5r_0027_0027_0720_3979.jpg,page0027,page0027,10,5.6979429613541415,3.1128364411693408,0.6066662845580307,0.5353331840907395,0.6999321880650995,6.805095672607422,0.7322908858719379,35.72417688548216,0.06970920138888889,1.0,13401,8848,"(720, 3979, 1200, 4459)",,
339,ako5r_0051_0051_1532_4357.jpg,page0051,page0051,36,5.223523040491124,3.112517913565061,0.6223859188585743,0.5540997031425939,0.7098688319800125,7.084413528442383,0.7924282111087463,39.44588480453697,0.056623263888888886,1.0,9769,6404,"(1532, 4357, 2012, 4837)",,
340,ako5r_0027_0027_1006_4643.jpg,page0027,page0027,58,5.008598159529844,3.111058405642552,0.620431909310295,0.5343728813559322,0.7395309882747069,6.987102031707764,0.8187869268789411,31.14915315007446,0.04453559027777778,1.0,7375,4776,"(1006, 4643, 1486, 5123)",,
341,ako5r_0026_0026_2954_2474.jpg,page0026,page0026,31,5.293630352459875,3.1077748065027793,0.6220766523526216,0.5804030576789437,0.6701975962517824,6.945535182952881,0.7405675355765828,30.595794331610584,0.12028211805555555,1.0,7195,4909,"(2954, 2474, 3434, 2954)",,
342,ako5r_0018_0018_1006_1579.jpg,page0018,page0018,2,6.132773043206202,3.105415592407983,0.5889749722982587,0.45724132979105336,0.8273343766301513,6.859217166900635,0.7904802053710208,43.72841853510489,0.06137586805555555,1.0,13927,5751,"(1006, 1579, 1486, 2059)",,
343,ako5r_0040_0040_1071_0960.jpg,page0040,page0040,29,5.3144373505266715,3.104344896442858,0.6195663663770068,0.5663200145958767,0.6838644410723318,6.189353942871094,0.5590228131913028,37.171573205851566,0.05883680555555556,1.0,10962,7908,"(1071, 960, 1551, 1440)",,
344,ako5r_0011_0011_1966_2206.jpg,page0011,page0011,5,6.001782141534989,3.0998396248477484,0.6258449293158871,0.4877706807914005,0.8729537366548042,7.403050899505615,0.689031447711795,28.0398522848464,0.036293402777777775,1.0,6419,2810,"(1966, 2206, 2446, 2686)",,
345,ako5r_0043_0043_2859_4579.jpg,page0043,page0043,100,4.638937964741178,3.099381848104052,0.6165536697141271,0.5561089950190449,0.6917404129793511,6.508162021636963,0.7780065114370408,26.29647740309868,0.030967881944444445,1.0,3413,2712,"(2859, 4579, 3339, 5059)",,
346,ako5r_0060_0060_0831_2474.jpg,page0060,page0060,17,5.500081813833473,3.0987930474967507,0.6228677862247467,0.5635859368627131,0.6960870108763595,7.091004848480225,0.722053517492551,44.308598891476386,0.1295703125,1.0,12259,7999,"(831, 2474, 1311, 2954)",,
347,ako5r_0027_0027_0720_2059.jpg,page0027,page0027,10,5.6979429613541415,3.0985933142646487,0.5966172532426918,0.5047488202616331,0.7293682722626944,6.815702438354492,0.7799451143987086,39.32841536667255,0.08627170138888889,1.0,16741,9197,"(720, 2059, 1200, 2539)",,
348,ako5r_0012_0012_0831_1791.jpg,page0012,page0012,35,5.228617394011868,3.097489735597838,0.6189604259667384,0.7093003840374019,0.5490329148286393,6.634075164794922,0.6815125370266883,26.3533037314575,0.1007421875,1.0,5989,5894,"(831, 1791, 1311, 2271)",,
349,ako5r_0008_0008_0240_2779.jpg,page0008,page0008,75,4.921540074673752,3.097084509769263,0.6072228978447471,0.47928870292887027,0.8283231564114608,6.446609973907471,0.7650762551574485,27.964618923906418,0.07202690972222223,1.0,9560,4258,"(240, 2779, 720, 3259)",,
350,ako5r_0050_0050_0240_5040.jpg,page0050,page0050,88,4.772618492647125,3.0967935857665574,0.6209052038957952,0.5237421383647799,0.7623304562268804,6.792017936706543,0.793472974664777,37.41584915892262,0.045850694444444444,1.0,6360,3244,"(240, 5040, 720, 5520)",,
351,ako5r_0057_0057_1807_4551.jpg,page0057,page0057,54,5.063860126627751,3.0923636773806424,0.6442374282617704,0.5564478034955125,0.7649167733674775,7.535393714904785,0.7733453250732306,39.132677379612765,0.07252170138888889,1.0,6351,3905,"(1807, 4551, 2287, 5031)",,
352,ako5r_0034_0034_2206_0526.jpg,page0034,page0034,33,5.2901031734822475,3.0923426302070824,0.6035195265108173,0.4964867801521188,0.7693833943833944,6.855660438537598,0.8154520116727223,40.472076854372666,0.055755208333333334,1.0,13805,6552,"(2206, 526, 2686, 1006)",,
353,ako5r_0012_0012_1200_1052.jpg,page0012,page0012,14,5.569205352127592,3.0912716718884274,0.5920330624264941,0.5133181126331812,0.6992615797717611,6.702773094177246,0.7953502197153344,29.166879916855574,0.14596354166666667,1.0,7884,4469,"(1200, 1052, 1680, 1532)",,
354,ako5r_0041_0041_0831_1200.jpg,page0041,page0041,119,4.488064721297061,3.089910382500362,0.6486851719633915,0.6630223154111128,0.6349549549549549,6.462921142578125,0.5823238037555886,24.873684615867507,0.0478515625,1.0,6677,5550,"(831, 1200, 1311, 1680)",,
355,ako5r_0051_0051_2299_4643.jpg,page0051,page0051,61,5.006758845385407,3.0889483263621287,0.6223751247957328,0.6058605035080479,0.6398152898922524,6.704370498657227,0.7086662191338741,17.17663107626461,0.015251736111111112,1.0,2423,1949,"(2299, 4643, 2779, 5123)",,
356,ako5r_0049_0049_1486_4311.jpg,page0049,page0049,130,4.355755235393404,3.0872596641251677,0.624577963486812,0.5444606413994169,0.7323420074349443,6.712943077087402,0.8169939709994714,44.23042900009239,0.126328125,1.0,17836,9415,"(1486, 4311, 1966, 4791)",,
357,ako5r_0060_0060_0480_2631.jpg,page0060,page0060,129,4.379178249468123,3.0861447594818996,0.6228921186950092,0.5729368670545141,0.6823908307284267,6.613581657409668,0.796904700085711,46.79425754122572,0.1385590277777778,1.0,13923,10557,"(480, 2631, 960, 3111)",,
358,ako5r_0040_0040_2677_1791.jpg,page0040,page0040,30,5.2987385924617305,3.0828647828571696,0.5991588542834241,0.5931916948334138,0.6052472858866104,6.563694953918457,0.7562483916931013,18.57815544640868,0.020403645833333334,1.0,4142,3316,"(2677, 1791, 3157, 2271)",,
359,ako5r_0011_0011_1486_2446.jpg,page0011,page0011,5,6.001782141534989,3.079147203629906,0.5948729484102947,0.48539281484405844,0.7681226765799256,6.862029552459717,0.7214854650879702,20.690817530261814,0.02927517361111111,1.0,5066,2152,"(1486, 2446, 1966, 2926)",,
360,ako5r_0037_0037_0480_4357.jpg,page0037,page0037,90,4.713517083216061,3.0779868121838168,0.6127662030762899,0.6001654650750502,0.6259074044200678,6.717169761657715,0.8132027333143764,32.87046995838901,0.1265625,1.0,8461,6199,"(480, 4357, 960, 4837)",,
361,ako5r_0018_0018_1006_0720.jpg,page0018,page0018,1,6.233926313833417,3.075246041797872,0.6252874023276809,0.6207708779443255,0.6298701298701299,7.864831924438477,0.7772192688089544,27.290077274466906,0.03399739583333333,1.0,4670,3542,"(1006, 720, 1486, 1200)",,
362,ako5r_0018_0018_1246_3019.jpg,page0018,page0018,2,6.132773043206202,3.0741485037915437,0.613866946118176,0.5428672129703057,0.7062326869806094,6.892165184020996,0.6040585125060784,38.729443723022406,0.06606336805555556,1.0,11349,7220,"(1246, 3019, 1726, 3499)",,
363,ako5r_0059_0059_3194_1532.jpg,page0059,page0059,69,4.97520190263176,3.073389172119865,0.6240916190304269,0.5842161016949152,0.6698092761161681,7.18048095703125,0.803433728724021,43.73899204850844,0.10133246527777778,1.0,11328,9228,"(3194, 1532, 3674, 2012)",,
364,ako5r_0052_0052_1311_5059.jpg,page0052,page0052,41,5.203652635811279,3.0726687571615208,0.6062728232560607,0.5024487574823145,0.7641800246609125,6.758437156677246,0.7655552210562183,32.22823598902168,0.04161892361111111,1.0,5513,3244,"(1311, 5059, 1791, 5539)",,
365,ako5r_0033_0033_1726_2206.jpg,page0033,page0033,25,5.374739131042966,3.0701999405110336,0.612574243184754,0.521317157712305,0.7425601304525071,7.12014102935791,0.7814325760030014,32.54805820999008,0.03450086805555556,1.0,8655,4906,"(1726, 2206, 2206, 2686)",,
366,ako5r_0025_0025_1311_1772.jpg,page0025,page0025,116,4.506425184322397,3.0691965346140115,0.6120196260941114,0.4766951566951567,0.8546334012219959,6.586015224456787,0.812922089233066,37.29169978737609,0.037339409722222223,1.0,8775,3928,"(1311, 1772, 1791, 2252)",,
367,ako5r_0008_0008_1200_0480.jpg,page0008,page0008,80,4.872708920824199,3.068215960943548,0.6093030689903386,0.5131535570646799,0.7497913769123783,6.804719924926758,0.8146728285669711,42.74337289968944,0.13719184027777778,1.0,15167,7190,"(1200, 480, 1680, 960)",,
368,ako5r_0051_0051_1754_4080.jpg,page0051,page0051,82,4.843103021708361,3.067997559301539,0.6118033311231363,0.5702693930542032,0.6598625286398667,6.54189395904541,0.7386178027983571,27.188694876942694,0.08947048611111111,1.0,6162,4801,"(1754, 4080, 2234, 4560)",,
369,ako5r_0027_0027_1440_1579.jpg,page0027,page0027,10,5.6979429613541415,3.0678856429157206,0.6024612898572975,0.5906310232129389,0.6147751605995717,6.912652015686035,0.7292726907041486,35.89007927907708,0.14212239583333333,1.0,11933,9340,"(1440, 1579, 1920, 2059)",,
370,ako5r_0057_0057_3007_3111.jpg,page0057,page0057,54,5.063860126627751,3.0662299129227173,0.6177479081913453,0.5115293653921955,0.779639175257732,6.8224334716796875,0.7279975591347071,44.71326722044972,0.091328125,1.0,10148,5432,"(3007, 3111, 3487, 3591)",,
371,ako5r_0012_0012_1754_1976.jpg,page0012,page0012,46,5.124760009405229,3.064876310391342,0.6137017587400628,0.48410847956804515,0.8380408653846154,6.14793586730957,0.5715508609276972,27.857742918842117,0.03957899305555555,1.0,8149,3328,"(1754, 1976, 2234, 2456)",,
372,ako5r_0018_0018_1920_2871.jpg,page0018,page0018,7,5.853440620878745,3.0617075743055504,0.6137201122378716,0.5509970203988082,0.6925578725846566,7.530167579650879,0.7764055448931957,32.53196783457224,0.04418836805555556,1.0,8726,5227,"(1920, 2871, 2400, 3351)",,
373,ako5r_0036_0036_2492_2677.jpg,page0036,page0036,43,5.185747009210942,3.060169531335345,0.5915960545124824,0.4852647906049191,0.7576018359150889,6.51369047164917,0.7838316271514073,30.16463188102754,0.06111111111111111,1.0,4513,3486,"(2492, 2677, 2972, 3157)",,
374,ako5r_0011_0011_1726_2446.jpg,page0011,page0011,5,6.001782141534989,3.0600782360080068,0.6174330713119627,0.45918367346938777,0.9421166306695464,6.874663352966309,0.559806937551819,30.194254958232378,0.03455729166666666,1.0,7252,2315,"(1726, 2446, 2206, 2926)",,
375,ako5r_0011_0011_0526_3166.jpg,page0011,page0011,5,6.001782141534989,3.059809029353723,0.607450779561109,0.7335826127599907,0.5183294663573086,7.250794887542725,0.7158926363209037,21.254903713364637,0.046232638888888886,1.0,4279,4310,"(526, 3166, 1006, 3646)",,
376,ako5r_0011_0011_1200_3111.jpg,page0011,page0011,76,4.9181950108032435,3.0595945294990785,0.6236009315401218,0.7745664739884393,0.5218840257720506,6.896208763122559,0.728877966003119,15.800676877353872,0.03819878472222222,1.0,3633,4501,"(1200, 3111, 1680, 3591)",,
377,ako5r_0012_0012_0960_2677.jpg,page0012,page0012,14,5.569205352127592,3.0593248412501532,0.6101218845888388,0.4593763724198507,0.9081255771006463,6.463906288146973,0.5826448413952688,27.644136826819704,0.033428819444444445,1.0,6831,2166,"(960, 2677, 1440, 3157)",,
378,ako5r_0021_0021_2677_2696.jpg,page0021,page0021,135,4.229800452721242,3.0586841430861016,0.614982036263323,0.5462222722666367,0.7035460992907802,6.436933517456055,0.7958632466906393,35.17616632596424,0.08583333333333333,1.0,8881,6345,"(2677, 2696, 3157, 3176)",,
379,ako5r_0008_0008_2686_2686.jpg,page0008,page0008,8,5.724889563441003,3.0579120174290595,0.6065127352294282,0.489048567223617,0.7982417582417582,7.208680152893066,0.7604386716804767,32.01163202364097,0.05838541666666667,1.0,11551,4550,"(2686, 2686, 3166, 3166)",,
380,ako5r_0016_0016_2299_1819.jpg,page0016,page0016,55,5.04262452853821,3.0567412481704714,0.6141219229112875,0.4704020259575815,0.8842975206611571,6.205068588256836,0.5884395899808372,23.976615403151964,0.028854166666666667,1.0,6318,2178,"(2299, 1819, 2779, 2299)",,
381,ako5r_0060_0060_0720_3591.jpg,page0060,page0060,129,4.379178249468123,3.0551526461517557,0.6416005953306881,0.7374565804708607,0.5677972474994359,6.875306129455566,0.7066676974615127,29.05002454082903,0.08695746527777778,1.0,10364,13297,"(720, 3591, 1200, 4071)",,
382,ako5r_0023_0023_1200_4551.jpg,page0023,page0023,86,4.778672137485191,3.0539041944151184,0.6119706197846991,0.5067898486197685,0.7722447403976066,6.642528057098389,0.7571948578606525,28.633808601804514,0.1325998263888889,1.0,8984,5181,"(1200, 4551, 1680, 5031)",,
383,ako5r_0050_0050_2012_3877.jpg,page0050,page0050,37,5.219927401995948,3.0517709213441333,0.6148540566425962,0.5449280777134318,0.7053679131483716,7.011957168579102,0.7461287019344759,29.201237019371856,0.08603732638888889,1.0,5353,3316,"(2012, 3877, 2492, 4357)",,
384,ako5r_0008_0008_1440_0960.jpg,page0008,page0008,80,4.872708920824199,3.048172936944406,0.6016366241791599,0.47946655376799324,0.8073537027446919,6.1587114334106445,0.6760322057588822,23.723435721274395,0.02375434027777778,1.0,4724,1931,"(1440, 960, 1920, 1440)",,
385,ako5r_0052_0052_1754_4819.jpg,page0052,page0052,79,4.882377994135488,3.0441468849700515,0.6246270768370337,0.5176235185470217,0.7873988032382964,6.986947059631348,0.7325552669885366,30.844178660903363,0.0273828125,1.0,6497,2841,"(1754, 4819, 2234, 5299)",,
386,ako5r_0016_0016_3019_4256.jpg,page0016,page0016,55,5.04262452853821,3.043687775992176,0.6077720263895797,0.4664457332228666,0.8719646799116998,6.049973487854004,0.573035827917934,16.416217648654694,0.024140625,1.0,1207,453,"(3019, 4256, 3499, 4736)",,
387,ako5r_0057_0057_3007_3351.jpg,page0057,page0057,54,5.063860126627751,3.0433239396721032,0.6261666244469926,0.5173108949075291,0.7930437519672647,7.013721466064453,0.694570114569836,49.294711624809985,0.1012109375,1.0,11409,6354,"(3007, 3351, 3487, 3831)",,
388,ako5r_0020_0020_0831_1754.jpg,page0020,page0020,57,5.023334701412671,3.0409648529448754,0.6210216136462684,0.5275924802910855,0.7546614327772326,7.021909713745117,0.7334231528133208,24.53249250684348,0.049926215277777776,1.0,4947,3057,"(831, 1754, 1311, 2234)",,
389,ako5r_0040_0040_1551_3859.jpg,page0040,page0040,84,4.8289243974965865,3.040101654125691,0.5970116428028122,0.5369245524296675,0.6722420837589377,6.624529838562012,0.819513435249431,38.610217619639755,0.12211371527777778,1.0,12512,7832,"(1551, 3859, 2031, 4339)",,
390,ako5r_0059_0059_2936_0831.jpg,page0059,page0059,114,4.513847094966868,3.0366033895576265,0.6295082256768426,0.5280142817907169,0.7793047696038804,7.196008205413818,0.8139835475139336,32.90403410957753,0.07815104166666667,1.0,7282,4948,"(2936, 831, 3416, 1311)",,
391,ako5r_0012_0012_0720_1052.jpg,page0012,page0012,14,5.569205352127592,3.0365360675599113,0.5975658744991494,0.48040752351097177,0.7902981303688732,7.1905059814453125,0.8142838606676095,23.832532546502385,0.13849392361111112,1.0,8932,3958,"(720, 1052, 1200, 1532)",,
392,ako5r_0011_0011_0480_5308.jpg,page0011,page0011,76,4.9181950108032435,3.035307557755569,0.6183121007278217,0.5760691402175533,0.667240637107189,7.191214561462402,0.8053258934855677,37.11767506281673,0.06855034722222222,1.0,6711,4646,"(480, 5308, 960, 5788)",,
393,ako5r_0038_0038_3379_1292.jpg,page0038,page0038,4,6.006898993731954,3.035159869116939,0.5945265191942569,0.5692963752665245,0.6220966729441306,7.1470136642456055,0.7399125074934695,30.944041642147624,0.03515625,1.0,5628,4779,"(3379, 1292, 3859, 1772)",,
394,ako5r_0030_0030_1292_2696.jpg,page0030,page0030,34,5.2633040739776655,3.0351142273289744,0.6018973709738412,0.564131540287038,0.6450824679291387,6.8364105224609375,0.7542673323191328,33.989901932065045,0.06767361111111111,1.0,8849,6548,"(1292, 2696, 1772, 3176)",,
395,ako5r_0051_0051_1551_4099.jpg,page0051,page0051,89,4.731112130827045,3.0343320693201816,0.6062037908905376,0.5278294704787684,0.7119113573407202,6.5373854637146,0.7514042349829462,25.79339115383782,0.025329861111111112,1.0,5911,4332,"(1551, 4099, 2031, 4579)",,
396,ako5r_0034_0034_2446_0526.jpg,page0034,page0034,33,5.2901031734822475,3.0322524404393985,0.6032393981646922,0.5200203166003555,0.7181681681681682,7.020485877990723,0.783296436489681,35.7137915799802,0.060008680555555555,1.0,11813,6660,"(2446, 526, 2926, 1006)",,
397,ako5r_0033_0033_1006_0766.jpg,page0033,page0033,25,5.374739131042966,3.030416650202932,0.5947602211200019,0.6030593725693544,0.5866863905325443,6.804943084716797,0.7642416148622964,22.72360443845325,0.03125,1.0,3857,3380,"(1006, 766, 1486, 1246)",,
398,ako5r_0012_0012_1311_1311.jpg,page0012,page0012,35,5.228617394011868,3.02572462531732,0.5906908813186458,0.48394797497530456,0.7578468043584322,6.617676734924316,0.7643911957589674,38.82720077563544,0.08921006944444444,1.0,12148,6149,"(1311, 1311, 1791, 1791)",,
399,ako5r_0018_0018_0526_5363.jpg,page0018,page0018,20,5.438287589887084,3.0257201338433415,0.5960152812387032,0.4877637807911418,0.7660217654171705,6.974698543548584,0.7810503723455996,50.60973314217822,0.1190060763888889,1.0,12463,6616,"(526, 5363, 1006, 5843)",,
400,ako5r_0018_0018_1579_3166.jpg,page0018,page0018,72,4.945967932742508,3.025289290066625,0.6233336900096527,0.5336103478319147,0.7493287771540151,7.095911979675293,0.7323850575525555,42.42295448531909,0.0791796875,1.0,14921,8194,"(1579, 3166, 2059, 3646)",,
401,ako5r_0011_0011_1966_2446.jpg,page0011,page0011,5,6.001782141534989,3.0221826417378876,0.6087027443941934,0.4793460490463215,0.8336803748047892,7.523958206176758,0.7293257012528406,34.79778618290706,0.04575520833333333,1.0,9175,3842,"(1966, 2446, 2446, 2926)",,
402,ako5r_0013_0013_1551_0591.jpg,page0013,page0013,32,5.292288983646856,3.0219039097411793,0.5881421051006327,0.5153865609982294,0.6848154000861945,6.790610313415527,0.8068401242176163,34.774739951367984,0.0981640625,1.0,11861,6961,"(1551, 591, 2031, 1071)",,
403,ako5r_0040_0040_1292_1791.jpg,page0040,page0040,30,5.2987385924617305,3.019783469323785,0.6024835557969662,0.5275516593613024,0.7022256331542595,6.402081489562988,0.6162139992278649,32.06102056997133,0.042352430555555556,1.0,6388,5212,"(1292, 1791, 1772, 2271)",,
404,ako5r_0057_0057_2767_3831.jpg,page0057,page0057,54,5.063860126627751,3.0156575976622366,0.6039521548103357,0.4816238053010149,0.8095781071835804,6.75722599029541,0.7347037533443469,46.1158798244804,0.059296875,1.0,10149,4385,"(2767, 3831, 3247, 4311)",,
405,ako5r_0016_0016_2527_2446.jpg,page0016,page0016,27,5.3200269522145955,3.0144179676024683,0.6147225687724532,0.5054657794676806,0.7842356687898089,7.129043102264404,0.7107621267011174,25.40829362793989,0.06755642361111111,1.0,4208,2512,"(2527, 2446, 3007, 2926)",,
406,ako5r_0060_0060_1071_2474.jpg,page0060,page0060,17,5.500081813833473,3.014413656125043,0.5886766554890421,0.455353941045686,0.8323920568409546,6.737998008728027,0.7420221354380214,47.43477140325583,0.07030815972222222,1.0,13943,5489,"(1071, 2474, 1551, 2954)",,
407,ako5r_0030_0030_1551_3397.jpg,page0030,page0030,42,5.195670861480827,3.013572044646676,0.595792161071413,0.47851949768671515,0.7892059903927663,6.944136619567871,0.8051099174763267,32.936044281655576,0.07026909722222222,1.0,7565,3539,"(1551, 3397, 2031, 3877)",,
408,ako5r_0036_0036_3416_1052.jpg,page0036,page0036,51,5.075893672438714,3.0127800511232805,0.608965931057941,0.4869930521893682,0.8124542124542125,6.893704414367676,0.7316340348016297,29.326925327058696,0.036749131944444444,1.0,6189,2730,"(3416, 1052, 3896, 1532)",,
409,ako5r_0012_0012_2954_1791.jpg,page0012,page0012,46,5.124760009405229,3.0079075585667487,0.6165020471865866,0.5071516646115907,0.7859704168534289,6.849987030029297,0.6583509090361132,45.46703651078903,0.06078993055555556,1.0,8110,4462,"(2954, 1791, 3434, 2271)",,
410,ako5r_0014_0014_0591_1976.jpg,page0014,page0014,99,4.642403309769523,3.007237929136547,0.6125449892227781,0.5195182724252492,0.7461538461538462,6.744749069213867,0.7463778755000018,29.92116202891266,0.05496527777777778,1.0,9632,4680,"(591, 1976, 1071, 2456)",,
411,ako5r_0023_0023_1579_2926.jpg,page0023,page0023,110,4.583615740798993,3.0066036258447317,0.6087655670825795,0.6511315688530879,0.5715758721429799,6.735087871551514,0.7778137545278604,22.833870043358186,0.044730902777777776,1.0,5214,5819,"(1579, 2926, 2059, 3406)",,
412,ako5r_0042_0042_2474_4819.jpg,page0042,page0042,66,4.97599695473533,3.004664663875461,0.596300589073105,0.5486840399325813,0.6529671595928558,6.694103240966797,0.7694785293662445,34.35733590856418,0.06051649305555556,1.0,7713,5207,"(2474, 4819, 2954, 5299)",,
413,ako5r_0008_0008_1200_0960.jpg,page0008,page0008,80,4.872708920824199,3.003416252324676,0.587431816007541,0.4608381858443369,0.8099189883422249,6.531464576721191,0.8020546868844738,42.112980476669485,0.050967881944444446,1.0,12193,5061,"(1200, 960, 1680, 1440)",,
414,ako5r_0036_0036_1311_1976.jpg,page0036,page0036,9,5.713012714112921,3.002818755171059,0.5965734811938445,0.5039666312259753,0.7308763308763309,7.213686466217041,0.7571709191603835,38.44591166892501,0.06879340277777778,1.0,12227,6105,"(1311, 1976, 1791, 2456)",,
415,ako5r_0050_0050_1440_4800.jpg,page0050,page0050,88,4.772618492647125,3.00194583253851,0.6361912100483561,0.6073554421768708,0.6679015612595924,7.748117923736572,0.818400741433719,29.6819897106803,0.06658420138888889,1.0,4704,3779,"(1440, 4800, 1920, 5280)",,
416,ako5r_0018_0018_0766_5123.jpg,page0018,page0018,20,5.438287589887084,3.000843499393886,0.5960485143017327,0.5052044914351282,0.7267256637168141,6.944304466247559,0.7421483533145903,46.95704003875658,0.1471310763888889,1.0,12201,8475,"(766, 5123, 1246, 5603)",,
417,ako5r_0043_0043_1006_4551.jpg,page0043,page0043,53,5.066938529840509,3.000741175305566,0.6311477325403729,0.5380561343301875,0.7631909547738693,7.250947952270508,0.668939154477159,33.79904088036092,0.04109375,1.0,8159,3184,"(1006, 4551, 1486, 5031)",,
418,ako5r_0008_0008_1966_1486.jpg,page0008,page0008,8,5.724889563441003,3.000294939790938,0.5947062835036916,0.47498065514573123,0.7951301427371956,7.299892425537109,0.7850107160796893,26.798803553910698,0.0996484375,1.0,7754,3573,"(1966, 1486, 2446, 1966)",,
